"Area, Average Yield and Production of Vegetables by Area & Production, KIND, Crop, Level and Time"

"Area & Production";"KIND";"Crop";"Level";"2020";"2021";"2022";"2023";"2024"
"Area";"Summer";"Onion dry";"Balqa";0.0;91.2;51.3;59.0;54.2
"Area";"Summer";"Onion dry";"Zarqa";0.0;0.0;97.5;112.2;102.9
"Area";"Summer";"Onion dry";"Madaba";711.3;0.0;294.2;338.5;310.7
"Area";"Summer";"Onion dry";"Irbid";3213.3;1521.1;2626.1;3022.2;2773.4
"Area";"Summer";"Onion dry";"Mafraq";75.0;300.0;762.2;877.2;805.0
"Area";"Summer";"Onion dry";"Jarash";0.0;0.0;43.3;49.8;45.7
"Area";"Summer";"Onion dry";"Ajloun";0.0;742.7;123.5;142.1;130.4
"Area";"Summer";"Onion dry";"Karak";32.7;13.0;1.6;0.0;1.7
"Area";"Summer";"Onion dry";"Tafiela";350.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Onion dry";"Ma'an";750.0;603.0;1990.6;2290.9;2102.3
"Area";"Summer";"Onion dry";"Aqaba";2200.0;1070.0;2192.3;2523.0;2315.3
"Area";"Summer";"Onion dry";"Barn North";212.6;0.0;612.3;704.6;646.6
"Area";"Summer";"Onion dry";"Deir Alla";171.0;224.9;1545.0;1817.6;1667.9
"Area";"Summer";"Onion dry";"Barn South";0.0;133.1;310.9;357.8;328.3
"Area";"Summer";"Onion dry";"Ghor Safi";333.8;382.3;459.8;529.2;485.6
"Area";"Summer";"Snake cucumber";"Amman";2127.5;1228.5;1104.9;1167.5;772.6
"Area";"Summer";"Snake cucumber";"Balqa";0.0;0.0;4.3;4.5;3.0
"Area";"Summer";"Snake cucumber";"Zarqa";0.0;0.0;0.5;0.6;0.4
"Area";"Summer";"Snake cucumber";"Madaba";0.0;1062.6;256.9;271.5;179.6
"Area";"Summer";"Snake cucumber";"Irbid";1906.2;2445.8;3408.7;3601.9;2383.7
"Area";"Summer";"Snake cucumber";"Mafraq";0.0;92.6;11.5;12.1;8.0
"Area";"Summer";"Snake cucumber";"Jarash";0.0;0.0;0.1;0.1;0.1
"Area";"Summer";"Snake cucumber";"Ajloun";0.0;345.1;73.5;77.7;51.4
"Area";"Summer";"Snake cucumber";"Karak";378.8;679.8;163.8;173.1;114.6
"Area";"Summer";"Snake cucumber";"Tafiela";0.0;0.0;0.3;0.3;0.2
"Area";"Summer";"Snake cucumber";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Snake cucumber";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Snake cucumber";"Barn North";0.0;8.0;66.0;69.8;46.2
"Area";"Summer";"Snake cucumber";"Deir Alla";0.0;0.0;41.6;44.0;29.1
"Area";"Summer";"Snake cucumber";"Barn South";66.5;146.4;101.4;107.2;70.9
"Area";"Summer";"Snake cucumber";"Ghor Safi";139.5;280.8;288.2;304.5;201.5
"Area";"Summer";"Turnip";"Amman";0.0;0.0;0.3;0.1;0.1
"Area";"Summer";"Turnip";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Zarqa";0.0;10.0;13.9;5.3;7.0
"Area";"Summer";"Turnip";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Irbid";0.0;0.0;0.6;0.2;0.3
"Area";"Summer";"Turnip";"Mafraq";0.0;0.0;0.3;0.1;0.1
"Area";"Summer";"Turnip";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Ma'an";0.0;0.0;0.3;0.1;0.2
"Area";"Summer";"Turnip";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Turnip";"Barn North";0.0;97.5;3.7;1.4;1.8
"Area";"Summer";"Turnip";"Deir Alla";0.0;271.2;1.9;0.7;1.0
"Area";"Summer";"Turnip";"Barn South";0.0;0.0;1.2;0.5;0.6
"Area";"Summer";"Turnip";"Ghor Safi";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Amman";0.0;789.8;437.0;390.3;356.7
"Area";"Summer";"Carrot";"Balqa";0.0;0.0;26.1;23.3;21.3
"Area";"Summer";"Carrot";"Zarqa";0.0;97.4;150.9;134.8;123.2
"Area";"Summer";"Carrot";"Madaba";0.0;0.0;2.9;2.6;2.4
"Area";"Summer";"Carrot";"Irbid";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Mafraq";0.0;0.0;10.3;9.2;8.4
"Area";"Summer";"Carrot";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Carrot";"Barn North";0.0;0.0;15.1;13.5;12.3
"Area";"Summer";"Carrot";"Deir Alla";363.2;462.9;426.7;381.1;348.4
"Area";"Summer";"Carrot";"Barn South";219.6;205.6;79.8;71.3;65.1
"Area";"Summer";"Carrot";"Ghor Safi";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Parsley";"Amman";0.0;0.0;35.5;51.2;37.4
"Area";"Summer";"Parsley";"Balqa";0.0;0.0;1.0;1.4;1.0
"Area";"Summer";"Parsley";"Zarqa";897.5;12.0;279.5;402.8;294.3
"Area";"Summer";"Parsley";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Parsley";"Irbid";0.0;0.0;0.0;0.1;0.0
"Area";"Summer";"Parsley";"Mafraq";111.0;586.0;443.1;615.8;449.9
"Area";"Summer";"Parsley";"Jarash";0.0;48.2;4.9;7.1;5.2
"Area";"Summer";"Parsley";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Parsley";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Parsley";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Parsley";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Parsley";"Aqaba";0.0;0.0;17.9;25.8;18.9
"Area";"Summer";"Parsley";"Barn North";67.1;0.0;15.7;22.6;16.5
"Area";"Summer";"Parsley";"Deir Alla";185.3;0.0;33.6;48.4;35.3
"Area";"Summer";"Parsley";"Barn South";465.8;345.8;274.3;395.4;288.9
"Area";"Summer";"Parsley";"Ghor Safi";13.5;0.0;2.6;3.7;2.7
"Area";"Summer";"Radish";"Amman";64.6;782.1;46.0;40.6;28.2
"Area";"Summer";"Radish";"Balqa";0.0;0.0;2.7;2.4;1.7
"Area";"Summer";"Radish";"Zarqa";424.6;268.5;243.0;214.6;148.9
"Area";"Summer";"Radish";"Madaba";0.0;0.0;3.8;3.4;2.4
"Area";"Summer";"Radish";"Irbid";0.0;30.0;2.5;2.2;1.5
"Area";"Summer";"Radish";"Mafraq";0.0;0.0;1.4;1.3;0.9
"Area";"Summer";"Radish";"Jarash";0.0;0.0;5.2;4.6;3.2
"Area";"Summer";"Radish";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Radish";"Karak";0.0;0.0;0.8;0.7;0.5
"Area";"Summer";"Radish";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Radish";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Radish";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Summer";"Radish";"Barn North";0.0;0.0;12.7;11.2;7.8
"Area";"Summer";"Radish";"Deir Alla";88.5;165.3;26.3;23.2;16.1
"Area";"Summer";"Radish";"Barn South";0.0;0.0;13.4;11.9;8.2
"Area";"Summer";"Radish";"Ghor Safi";0.0;0.0;0.7;0.6;0.4
"Area";"Summer";"Other Vegetables";"Amman";90.4;2658.0;1545.4;1870.9;1464.4
"Area";"Summer";"Other Vegetables";"Balqa";0.0;0.0;26.5;32.1;25.1
"Area";"Summer";"Other Vegetables";"Zarqa";60.7;187.4;133.4;161.5;126.4
"Area";"Summer";"Other Vegetables";"Madaba";0.0;0.0;3.0;3.6;2.9
"Area";"Summer";"Other Vegetables";"Irbid";4047.5;7487.8;3680.3;4455.6;3487.6
"Area";"Summer";"Other Vegetables";"Mafraq";146.0;747.8;396.7;480.3;376.0
"Area";"Summer";"Other Vegetables";"Jarash";0.0;716.9;275.2;333.2;260.8
"Area";"Summer";"Other Vegetables";"Ajloun";0.0;138.0;31.4;38.0;29.7
"Area";"Summer";"Other Vegetables";"Karak";0.0;15.0;18.3;22.2;17.4
"Area";"Summer";"Other Vegetables";"Tafiela";0.0;0.0;0.1;0.1;11.9
"Area";"Summer";"Other Vegetables";"Ma'an";0.0;0.0;5.1;6.2;8.9
"Area";"Summer";"Other Vegetables";"Aqaba";0.0;0.0;7.1;8.5;8.9
"Area";"Summer";"Other Vegetables";"Barn North";133.3;263.1;119.2;144.3;115.4
"Area";"Summer";"Other Vegetables";"Deir Alla";68.6;112.4;100.0;121.1;94.8
"Area";"Summer";"Other Vegetables";"Barn South";326.1;504.2;363.6;440.2;350.0
"Area";"Summer";"Other Vegetables";"Ghor Safi";13.5;36.0;53.0;64.2;52.3
"Area";"Winter";"Tomatoes";"Amman";1185.0;1764.8;746.7;1003.6;1013.1
"Area";"Winter";"Tomatoes";"Balqa";0.0;83.6;28.9;31.7;28.0
"Area";"Winter";"Tomatoes";"Zarqa";350.0;375.1;423.5;499.2;442.0
"Area";"Winter";"Tomatoes";"Madaba";3557.6;2087.3;1142.0;1346.0;1191.9
"Area";"Winter";"Tomatoes";"Irbid";300.0;816.0;571.0;590.4;596.0
"Area";"Winter";"Tomatoes";"Mafraq";237.5;1875.0;680.8;852.6;805.4
"Area";"Winter";"Tomatoes";"Jarash";0.0;80.3;2.0;3.3;2.9
"Area";"Winter";"Tomatoes";"Ajloun";0.0;344.3;0.3;0.3;0.3
"Area";"Winter";"Tomatoes";"Karak";4082.3;2033.5;203.9;240.4;248.3
"Area";"Winter";"Tomatoes";"Tafiela";2131.8;5478.2;718.4;846.8;749.8
"Area";"Winter";"Tomatoes";"Ma'an";6020.0;1840.0;845.7;996.8;882.7
"Area";"Winter";"Tomatoes";"Aqaba";7919.0;3524.8;3166.1;4071.0;3604.9
"Area";"Winter";"Tomatoes";"Barn North";3145.5;1864.1;2791.9;3327.3;3047.9
"Area";"Winter";"Tomatoes";"Deir Alla";6476.3;9031.7;8416.0;9919.7;9490.7
"Area";"Winter";"Tomatoes";"Barn South";1257.8;1835.2;1512.4;1426.0;1578.5
"Area";"Winter";"Tomatoes";"Ghor Safi";14472.5;18545.2;13116.4;15459.9;14146.2
"Area";"Winter";"Squash";"Amman";1291.0;754.9;1170.5;1248.9;1097.9
"Area";"Winter";"Squash";"Balqa";10.0;0.0;36.6;40.5;35.6
"Area";"Winter";"Squash";"Zarqa";517.2;263.6;181.4;200.7;176.4
"Area";"Winter";"Squash";"Madaba";0.0;0.0;22.1;24.5;21.5
"Area";"Winter";"Squash";"Irbid";0.0;487.9;155.9;172.5;151.7
"Area";"Winter";"Squash";"Mafraq";20.0;70.0;19.7;21.8;19.1
"Area";"Winter";"Squash";"Jarash";0.0;48.2;10.5;11.7;10.2
"Area";"Winter";"Squash";"Ajloun";0.0;53.0;13.4;14.9;13.1
"Area";"Winter";"Squash";"Karak";0.0;10.0;66.8;73.9;64.9
"Area";"Winter";"Squash";"Tafiela";0.0;512.6;209.1;231.4;203.4
"Area";"Winter";"Squash";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Squash";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Squash";"Barn North";820.8;2186.3;1635.7;2327.0;2045.6
"Area";"Winter";"Squash";"Deir Alla";3246.2;1828.6;3673.5;5298.6;4657.9
"Area";"Winter";"Squash";"Barn South";3410.3;3560.3;4081.3;4967.5;4366.8
"Area";"Winter";"Squash";"Ghor Safi";976.5;597.5;536.0;652.4;573.5
"Area";"Winter";"Eggplants";"Amman";135.0;0.0;23.1;28.7;27.0
"Area";"Winter";"Eggplants";"Balqa";0.0;20.0;96.2;119.4;112.4
"Area";"Winter";"Eggplants";"Zarqa";768.1;19.0;89.6;111.2;104.7
"Area";"Winter";"Eggplants";"Madaba";0.0;948.8;195.6;242.8;228.6
"Area";"Winter";"Eggplants";"Irbid";0.0;0.0;6.1;249.6;9.0
"Area";"Winter";"Eggplants";"Mafraq";70.0;100.0;77.3;96.0;90.3
"Area";"Winter";"Eggplants";"Jarash";0.0;96.3;59.1;73.3;69.0
"Area";"Winter";"Eggplants";"Ajloun";0.0;0.0;13.4;16.6;15.6
"Area";"Winter";"Eggplants";"Karak";25.0;65.0;44.0;54.7;51.5
"Area";"Winter";"Eggplants";"Tafiela";0.0;0.0;17.6;21.8;20.6
"Area";"Winter";"Eggplants";"Ma'an";0.0;0.0;0.1;0.1;0.1
"Area";"Winter";"Eggplants";"Aqaba";0.0;0.0;40.7;50.5;47.6
"Area";"Winter";"Eggplants";"Barn North";652.0;1066.6;502.3;564.4;587.0
"Area";"Winter";"Eggplants";"Deir Alla";1570.7;2485.9;1688.4;1995.7;1973.2
"Area";"Winter";"Eggplants";"Barn South";2329.7;3322.1;2174.6;3435.9;3234.5
"Area";"Winter";"Eggplants";"Ghor Safi";1147.3;1531.7;512.7;636.4;599.1
"Area";"Winter";"Cucumber";"Amman";776.5;483.1;187.5;232.0;218.0
"Area";"Winter";"Cucumber";"Balqa";0.0;167.3;176.1;218.0;204.8
"Area";"Winter";"Cucumber";"Zarqa";0.0;5.0;246.4;304.9;286.5
"Area";"Winter";"Cucumber";"Madaba";113.6;0.0;373.9;462.8;434.9
"Area";"Winter";"Cucumber";"Irbid";0.0;219.1;182.1;219.1;205.9
"Area";"Winter";"Cucumber";"Mafraq";0.0;90.0;10.4;12.9;12.1
"Area";"Winter";"Cucumber";"Jarash";0.0;0.0;22.3;27.6;26.0
"Area";"Winter";"Cucumber";"Ajloun";0.0;0.0;23.6;29.2;27.5
"Area";"Winter";"Cucumber";"Karak";0.0;50.0;220.0;272.2;255.8
"Area";"Winter";"Cucumber";"Tafiela";0.0;0.0;38.9;48.1;45.2
"Area";"Winter";"Cucumber";"Ma'an";0.0;5.0;0.4;0.5;0.5
"Area";"Winter";"Cucumber";"Aqaba";0.0;0.0;127.5;197.2;185.3
"Area";"Winter";"Cucumber";"Barn North";826.2;636.3;876.1;1084.2;1018.9
"Area";"Winter";"Cucumber";"Deir Alla";6706.7;5530.3;5879.8;6629.4;6230.0
"Area";"Winter";"Cucumber";"Barn South";793.7;1369.8;657.4;659.9;620.1
"Area";"Winter";"Cucumber";"Ghor Safi";16.6;211.8;164.0;203.0;190.8
"Area";"Winter";"Potato";"Amman";0.0;0.0;65.2;94.1;74.3
"Area";"Winter";"Potato";"Balqa";0.0;5.0;100.5;145.2;114.6
"Area";"Winter";"Potato";"Zarqa";1435.6;1601.3;1579.6;2282.1;1800.6
"Area";"Winter";"Potato";"Madaba";0.0;0.0;9.3;13.4;10.6
"Area";"Winter";"Potato";"Irbid";2925.9;6365.1;3096.0;5383.9;2039.1
"Area";"Winter";"Potato";"Mafraq";180.0;145.0;299.5;432.6;341.4
"Area";"Winter";"Potato";"Jarash";239.0;0.0;38.5;55.7;43.9
"Area";"Winter";"Potato";"Ajloun";0.0;74.5;10.9;15.8;12.5
"Area";"Winter";"Potato";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Potato";"Tafiela";0.0;0.0;4.8;7.0;5.5
"Area";"Winter";"Potato";"Ma'an";3000.0;2000.0;1868.7;2699.6;2130.1
"Area";"Winter";"Potato";"Aqaba";4500.0;3902.6;3024.1;4368.8;3447.1
"Area";"Winter";"Potato";"Barn North";6734.6;6762.1;5022.7;4845.5;5367.5
"Area";"Winter";"Potato";"Deir Alla";8363.7;6881.4;6240.2;7239.4;6605.0
"Area";"Winter";"Potato";"Barn South";525.5;1769.2;1703.2;1968.5;1553.2
"Area";"Winter";"Potato";"Ghor Safi";391.0;92.8;62.9;79.5;62.7
"Area";"Winter";"Cabbage";"Amman";350.0;104.2;521.8;593.8;430.5
"Area";"Winter";"Cabbage";"Balqa";0.0;43.5;330.6;376.2;272.7
"Area";"Winter";"Cabbage";"Zarqa";416.5;1481.2;1127.0;1282.4;929.7
"Area";"Winter";"Cabbage";"Madaba";0.0;569.3;660.3;751.4;544.7
"Area";"Winter";"Cabbage";"Irbid";0.0;50.8;195.8;870.3;151.0
"Area";"Winter";"Cabbage";"Mafraq";600.0;625.0;392.0;382.3;277.2
"Area";"Winter";"Cabbage";"Jarash";0.0;0.0;243.4;277.0;200.8
"Area";"Winter";"Cabbage";"Ajloun";0.0;0.0;64.7;73.6;47.4
"Area";"Winter";"Cabbage";"Karak";29.8;24.0;30.4;34.6;25.1
"Area";"Winter";"Cabbage";"Tafiela";0.0;549.2;742.9;845.3;612.8
"Area";"Winter";"Cabbage";"Ma'an";450.0;120.0;30.8;35.1;25.4
"Area";"Winter";"Cabbage";"Aqaba";0.0;345.1;242.8;272.8;200.3
"Area";"Winter";"Cabbage";"Barn North";203.6;34.7;490.6;558.2;404.7
"Area";"Winter";"Cabbage";"Deir Alla";1518.9;1088.1;1415.9;1400.8;1162.1
"Area";"Winter";"Cabbage";"Barn South";963.8;594.1;427.2;449.3;353.8
"Area";"Winter";"Cabbage";"Ghor Safi";28.4;0.0;577.0;656.6;476.0
"Area";"Winter";"Cauliflower";"Amman";696.4;994.3;1450.9;1704.4;1512.1
"Area";"Winter";"Cauliflower";"Balqa";179.9;2628.6;669.4;830.1;736.4
"Area";"Winter";"Cauliflower";"Zarqa";2788.6;3499.9;2523.7;3027.4;2685.7
"Area";"Winter";"Cauliflower";"Madaba";0.0;0.0;10.4;11.7;10.4
"Area";"Winter";"Cauliflower";"Irbid";0.0;118.2;33.7;34.9;30.9
"Area";"Winter";"Cauliflower";"Mafraq";160.0;120.0;600.1;711.7;631.4
"Area";"Winter";"Cauliflower";"Jarash";78.7;949.6;165.4;205.1;182.0
"Area";"Winter";"Cauliflower";"Ajloun";0.0;0.0;4.0;5.0;4.5
"Area";"Winter";"Cauliflower";"Karak";29.8;30.0;29.6;36.7;32.5
"Area";"Winter";"Cauliflower";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cauliflower";"Ma'an";100.0;35.0;40.0;49.7;44.0
"Area";"Winter";"Cauliflower";"Aqaba";0.0;345.1;203.3;252.1;223.6
"Area";"Winter";"Cauliflower";"Barn North";171.8;258.2;525.4;651.5;578.0
"Area";"Winter";"Cauliflower";"Deir Alla";216.1;492.7;576.7;715.1;634.4
"Area";"Winter";"Cauliflower";"Barn South";1357.5;926.6;1400.3;1736.4;1540.4
"Area";"Winter";"Cauliflower";"Ghor Safi";28.4;64.0;93.5;115.9;102.8
"Area";"Winter";"Hot pepper";"Amman";0.0;18.6;18.6;19.7;15.8
"Area";"Winter";"Hot pepper";"Balqa";0.0;962.4;347.0;367.7;295.4
"Area";"Winter";"Hot pepper";"Zarqa";517.2;120.6;191.5;202.9;163.0
"Area";"Winter";"Hot pepper";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Hot pepper";"Irbid";0.0;108.2;7.0;2528.4;5.5
"Area";"Winter";"Hot pepper";"Mafraq";20.0;41.0;13.1;13.9;11.1
"Area";"Winter";"Hot pepper";"Jarash";0.0;0.0;0.3;0.3;0.2
"Area";"Winter";"Hot pepper";"Ajloun";0.0;0.0;6.0;6.3;5.1
"Area";"Winter";"Hot pepper";"Karak";15.0;10.0;7.3;7.7;6.2
"Area";"Winter";"Hot pepper";"Tafiela";0.0;0.0;53.1;56.3;45.2
"Area";"Winter";"Hot pepper";"Ma'an";0.0;10.0;1.8;1.9;1.6
"Area";"Winter";"Hot pepper";"Aqaba";0.0;0.0;60.4;48.9;51.4
"Area";"Winter";"Hot pepper";"Barn North";1290.1;624.6;1082.8;534.8;896.9
"Area";"Winter";"Hot pepper";"Deir Alla";699.8;691.1;979.2;433.7;833.6
"Area";"Winter";"Hot pepper";"Barn South";91.0;0.0;175.0;120.6;148.9
"Area";"Winter";"Hot pepper";"Ghor Safi";922.4;382.4;767.8;414.6;653.7
"Area";"Winter";"Sweet pepper";"Amman";0.0;109.3;107.2;159.5;172.0
"Area";"Winter";"Sweet pepper";"Balqa";0.0;167.3;92.1;137.0;147.9
"Area";"Winter";"Sweet pepper";"Zarqa";1454.2;315.9;217.1;322.9;348.4
"Area";"Winter";"Sweet pepper";"Madaba";0.0;0.0;1.8;2.6;2.8
"Area";"Winter";"Sweet pepper";"Irbid";250.0;437.7;431.0;447.3;482.6
"Area";"Winter";"Sweet pepper";"Mafraq";20.0;55.0;16.7;1074.3;26.8
"Area";"Winter";"Sweet pepper";"Jarash";12.0;176.6;25.6;38.0;41.0
"Area";"Winter";"Sweet pepper";"Ajloun";0.0;0.0;29.7;33.1;35.7
"Area";"Winter";"Sweet pepper";"Karak";20.0;15.0;10.3;13.4;14.4
"Area";"Winter";"Sweet pepper";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Sweet pepper";"Ma'an";0.0;18.0;2.1;3.1;3.3
"Area";"Winter";"Sweet pepper";"Aqaba";0.0;365.1;760.7;1068.6;1176.0
"Area";"Winter";"Sweet pepper";"Barn North";1358.2;894.4;1181.9;1643.0;1859.1
"Area";"Winter";"Sweet pepper";"Deir Alla";5094.8;3640.7;3545.6;4007.2;5425.9
"Area";"Winter";"Sweet pepper";"Barn South";1550.4;518.4;734.7;1045.4;1015.1
"Area";"Winter";"Sweet pepper";"Ghor Safi";21.6;416.2;195.3;290.5;313.5
"Area";"Winter";"Broad beans";"Amman";0.0;320.1;205.6;286.0;296.8
"Area";"Winter";"Broad beans";"Balqa";224.9;683.2;539.6;750.5;778.9
"Area";"Winter";"Broad beans";"Zarqa";150.0;392.7;466.6;449.3;466.3
"Area";"Winter";"Broad beans";"Madaba";0.0;0.0;448.0;623.1;646.6
"Area";"Winter";"Broad beans";"Irbid";192.1;2507.9;2298.4;2152.9;2234.4
"Area";"Winter";"Broad beans";"Mafraq";194.0;110.0;266.0;369.9;383.9
"Area";"Winter";"Broad beans";"Jarash";15.0;516.1;583.5;811.6;842.3
"Area";"Winter";"Broad beans";"Ajloun";152.9;238.4;321.0;446.4;394.3
"Area";"Winter";"Broad beans";"Karak";0.0;12.0;210.0;292.1;303.1
"Area";"Winter";"Broad beans";"Tafiela";0.0;48.8;95.2;132.4;137.4
"Area";"Winter";"Broad beans";"Ma'an";55.0;0.0;42.0;58.4;60.6
"Area";"Winter";"Broad beans";"Aqaba";0.0;290.7;959.4;1334.3;1384.8
"Area";"Winter";"Broad beans";"Barn North";584.3;217.1;504.0;700.9;743.6
"Area";"Winter";"Broad beans";"Deir Alla";1015.8;625.0;884.7;1230.5;1293.3
"Area";"Winter";"Broad beans";"Barn South";748.3;191.4;462.0;642.5;691.1
"Area";"Winter";"Broad beans";"Ghor Safi";445.3;72.0;241.9;336.4;358.9
"Area";"Winter";"String beans";"Amman";0.0;88.5;33.3;43.7;30.0
"Area";"Winter";"String beans";"Balqa";0.0;206.2;52.1;68.4;47.0
"Area";"Winter";"String beans";"Zarqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"String beans";"Madaba";0.0;0.0;2.0;2.7;1.8
"Area";"Winter";"String beans";"Irbid";0.0;0.0;94.9;109.2;75.0
"Area";"Winter";"String beans";"Mafraq";0.0;0.0;2.4;3.1;2.2
"Area";"Winter";"String beans";"Jarash";0.0;66.5;19.5;25.6;17.6
"Area";"Winter";"String beans";"Ajloun";0.0;0.0;7.8;10.3;7.0
"Area";"Winter";"String beans";"Karak";0.0;6.0;47.6;62.6;43.0
"Area";"Winter";"String beans";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"String beans";"Ma'an";0.0;400.0;113.7;149.4;102.6
"Area";"Winter";"String beans";"Aqaba";0.0;0.0;2.0;2.7;1.8
"Area";"Winter";"String beans";"Barn North";254.5;40.5;512.2;673.2;462.3
"Area";"Winter";"String beans";"Deir Alla";311.0;476.6;970.3;1275.2;875.8
"Area";"Winter";"String beans";"Barn South";66.5;167.1;198.2;260.6;178.9
"Area";"Winter";"String beans";"Ghor Safi";459.8;200.6;1483.2;2924.1;2008.1
"Area";"Winter";"Peas";"Amman";0.0;206.6;133.7;222.6;222.7
"Area";"Winter";"Peas";"Balqa";0.0;328.7;148.6;247.3;247.4
"Area";"Winter";"Peas";"Zarqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Peas";"Madaba";0.0;0.0;94.0;156.4;156.5
"Area";"Winter";"Peas";"Irbid";230.8;1736.2;439.0;456.7;457.0
"Area";"Winter";"Peas";"Mafraq";40.0;0.0;4.2;7.0;7.0
"Area";"Winter";"Peas";"Jarash";5.0;195.5;144.7;240.9;241.0
"Area";"Winter";"Peas";"Ajloun";0.0;164.5;135.8;226.1;226.2
"Area";"Winter";"Peas";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Peas";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Peas";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Peas";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Peas";"Barn North";140.0;40.0;67.8;112.9;112.9
"Area";"Winter";"Peas";"Deir Alla";0.0;99.2;24.7;41.1;41.1
"Area";"Winter";"Peas";"Barn South";0.0;0.0;8.5;14.2;14.2
"Area";"Winter";"Peas";"Ghor Safi";0.0;0.0;9.2;15.3;15.3
"Area";"Winter";"Cow-peas";"Amman";0.0;0.0;163.1;168.4;176.2
"Area";"Winter";"Cow-peas";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Zarqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Madaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Irbid";0.0;0.0;38.0;39.3;41.1
"Area";"Winter";"Cow-peas";"Mafraq";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Jarash";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Karak";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Barn North";0.0;0.0;6.3;6.5;6.8
"Area";"Winter";"Cow-peas";"Deir Alla";0.0;0.0;33.0;34.1;35.6
"Area";"Winter";"Cow-peas";"Barn South";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Cow-peas";"Ghor Safi";0.0;0.0;48.0;49.5;51.8
"Area";"Winter";"Jew's mallow";"Amman";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Balqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Zarqa";0.0;0.0;0.0;0.0;0.0
"Area";"Winter";"Jew's mallow";"Madaba";0.0;0.0;0.0;0.0;0.0
