"Agriculture Prices by Marketing Costs / Prices, Level, Crop, Month and Time"

"Marketing Costs / Prices";"Level";"Crop";"Month";"2020";"2021";"2022";"2023";"2024"
"Transportation";"Kingdom";"Seige";"July";58.7;65.4;60.2;59.5;59.1
"Transportation";"Kingdom";"Seige";"August";58.5;61.7;61.4;61.0;58.7
"Transportation";"Kingdom";"Seige";"September";57.1;62.6;58.8;60.6;57.8
"Transportation";"Kingdom";"Seige";"October";57.8;59.2;60.0;60.7;52.2
"Transportation";"Kingdom";"Seige";"November";57.7;59.3;60.0;61.6;57.8
"Transportation";"Kingdom";"Seige";"December";60.2;57.8;58.7;57.1;54.9
"Transportation";"Kingdom";"Beans, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Beans, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Broad beans, Dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Chick peas, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lentils, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Peas, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Cow peas, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Pigeon peas, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lupins, dry";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"January";0.0;26.1;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"February";0.0;22.0;18.1;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sugar cane";"August";0.0;0.0;0.0;0.0;24.0
"Transportation";"Kingdom";"Sugar cane";"September";18.8;0.0;0.0;24.0;24.5
"Transportation";"Kingdom";"Sugar cane";"October";18.9;0.0;0.0;0.0;24.0
"Transportation";"Kingdom";"Sugar cane";"November";0.0;26.0;0.0;0.0;22.5
"Transportation";"Kingdom";"Sugar cane";"December";22.9;24.2;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Maize,for forage";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"January";20.7;20.7;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"February";20.7;18.7;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"March";20.7;18.7;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"April";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"May";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"June";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"July";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"August";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"September";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"October";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"November";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Alfalfa, Medicago sativa";"December";20.7;20.5;26.0;21.8;21.8
"Transportation";"Kingdom";"Sorghum,for forage";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Sorghum,for forage";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Clover, for forage";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Vetches, for forage";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Lathyrus sativa for forage";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"kersannah,for forage";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"January";38.1;31.4;29.0;28.9;30.7
"Transportation";"Kingdom";"Camomile";"February";38.7;31.6;26.5;26.9;26.6
"Transportation";"Kingdom";"Camomile";"March";19.1;29.3;27.9;27.3;29.9
"Transportation";"Kingdom";"Camomile";"April";38.1;29.4;27.4;33.0;31.3
"Transportation";"Kingdom";"Camomile";"May";0.0;0.0;0.0;31.1;0.0
"Transportation";"Kingdom";"Camomile";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Camomile";"December";0.0;30.6;32.5;37.5;25.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Germanders (Teucrium)";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Basil";"January";43.7;46.2;37.4;41.9;41.1
"Transportation";"Kingdom";"Basil";"February";43.2;44.9;42.1;41.0;41.3
"Transportation";"Kingdom";"Basil";"March";41.1;43.4;39.9;41.3;39.5
"Transportation";"Kingdom";"Basil";"April";39.5;43.1;41.9;38.5;39.7
"Transportation";"Kingdom";"Basil";"May";38.3;43.8;39.2;37.4;39.5
"Transportation";"Kingdom";"Basil";"June";35.0;42.0;37.3;36.4;39.9
"Transportation";"Kingdom";"Basil";"July";39.4;43.6;41.5;35.3;39.2
"Transportation";"Kingdom";"Basil";"August";41.3;43.6;39.1;37.4;36.8
"Transportation";"Kingdom";"Basil";"September";38.2;38.4;38.4;38.9;40.1
"Transportation";"Kingdom";"Basil";"October";40.1;34.1;36.6;39.0;39.6
"Transportation";"Kingdom";"Basil";"November";44.0;34.5;37.3;40.7;40.7
"Transportation";"Kingdom";"Basil";"December";41.8;41.1;39.2;39.9;40.8
"Transportation";"Kingdom";"Unmanufactured tobacco";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Kingdom";"Unmanufactured tobacco";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"June";11.7;5.7;5.7;6.4;6.3
"Transportation";"Up-Land";"Wheat";"July";11.8;6.3;7.3;6.4;5.8
"Transportation";"Up-Land";"Wheat";"August";10.8;6.4;6.8;7.0;5.6
"Transportation";"Up-Land";"Wheat";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Wheat";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"June";14.2;6.5;5.4;8.0;6.5
"Transportation";"Up-Land";"Barley grain";"July";11.3;6.6;5.6;8.0;6.1
"Transportation";"Up-Land";"Barley grain";"August";11.0;6.9;6.0;8.7;7.2
"Transportation";"Up-Land";"Barley grain";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Barley grain";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"March";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"April";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"May";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Triticale ";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"January";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"February";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"March";0.0;0.0;0.0;0.0;37.2
"Transportation";"Up-Land";"Asparagus";"April";0.0;0.0;0.0;31.9;35.0
"Transportation";"Up-Land";"Asparagus";"May";0.0;0.0;0.0;60.0;44.2
"Transportation";"Up-Land";"Asparagus";"June";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"July";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"August";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"September";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"October";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"November";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"Asparagus";"December";0.0;0.0;0.0;0.0;0.0
"Transportation";"Up-Land";"White Cabbage ";"January";13.2;12.2;13.1;10.8;12.4
"Transportation";"Up-Land";"White Cabbage ";"February";12.2;12.2;10.5;10.1;11.6
"Transportation";"Up-Land";"White Cabbage ";"March";16.7;11.4;10.4;9.4;10.2
"Transportation";"Up-Land";"White Cabbage ";"April";11.8;15.0;12.1;10.7;10.3
"Transportation";"Up-Land";"White Cabbage ";"May";11.9;13.9;11.0;11.0;12.9
"Transportation";"Up-Land";"White Cabbage ";"June";12.7;12.9;11.2;11.9;11.8
"Transportation";"Up-Land";"White Cabbage ";"July";12.3;12.4;11.7;12.7;11.6
"Transportation";"Up-Land";"White Cabbage ";"August";12.1;11.5;11.2;12.6;12.5
"Transportation";"Up-Land";"White Cabbage ";"September";11.8;11.6;12.2;14.3;13.7
"Transportation";"Up-Land";"White Cabbage ";"October";13.0;11.9;13.3;17.2;12.4
"Transportation";"Up-Land";"White Cabbage ";"November";15.9;13.2;14.1;17.3;13.2
"Transportation";"Up-Land";"White Cabbage ";"December";14.8;13.1;14.6;17.0;14.3
